,stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
1716,01545.HK,,25/07/2019,30/07/2020,27/07/2021,30/05/2022,26/04/2023,
1717,00497.HK,,,25/07/2019,24/07/2020,28/07/2021,28/07/2022,28/07/2023
1718,00476.HK,,,25/07/2019,10/08/2020,12/08/2021,01/08/2022,27/07/2023
1719,01785.HK,,24/07/2019,23/04/2020,21/04/2021,06/04/2022,13/04/2023,
1720,02013.HK,,24/07/2019,08/07/2020,09/07/2021,30/05/2022,28/04/2023,
1721,01968.HK,,24/07/2019,28/07/2020,31/05/2021,31/05/2022,28/04/2023,
1722,01760.HK,,24/07/2019,20/07/2020,16/07/2021,30/05/2022,25/04/2023,
1723,01897.HK,,24/07/2019,23/07/2020,22/07/2021,20/07/2022,19/07/2023,
1724,01615.HK,,24/07/2019,19/06/2020,28/05/2021,31/05/2022,27/04/2023,
1725,06806.HK,,23/07/2019,27/03/2020,30/03/2021,30/03/2022,30/03/2023,
1726,01025.HK,,,23/07/2019,22/07/2020,21/07/2021,20/07/2022,20/07/2023
1727,01703.HK,,,23/07/2019,14/08/2020,31/08/2021,31/08/2022,31/07/2023
1728,01896.HK,,22/07/2019,28/04/2020,27/04/2021,26/04/2022,25/04/2023,
1729,01851.HK,,22/07/2019,29/07/2020,27/07/2021,31/05/2022,26/04/2023,
1730,00780.HK,,22/07/2019,27/04/2020,26/04/2021,26/04/2022,26/04/2023,
1731,03321.HK,,19/07/2019,13/07/2020,12/07/2021,,,
1732,06190.HK,,19/07/2019,08/07/2020,08/07/2021,31/05/2022,28/04/2023,
1733,01865.HK,,,19/07/2019,24/07/2020,28/07/2021,30/08/2022,28/07/2023
1734,00858.HK,,,19/07/2019,27/07/2020,27/07/2021,28/07/2022,28/07/2023
1735,01034.HK,,19/07/2019,23/06/2020,07/06/2021,30/05/2022,19/04/2023,
1736,01672.HK,,19/07/2019,22/04/2020,28/04/2021,20/04/2022,25/04/2023,
1737,01783.HK,,,18/07/2019,16/07/2020,15/07/2021,15/07/2022,07/07/2023
1738,02019.HK,,18/07/2019,04/05/2020,07/06/2021,13/05/2022,27/04/2023,
1739,02616.HK,,16/07/2019,24/07/2020,23/07/2021,31/05/2022,25/04/2023,
1740,02003.HK,,16/07/2019,03/07/2020,27/05/2021,20/04/2022,25/04/2023,
1741,01600.HK,,15/07/2019,10/07/2020,21/07/2021,31/05/2022,19/04/2023,
1742,01872.HK,,15/07/2019,23/07/2020,20/05/2021,28/04/2022,27/04/2023,
1743,01916.HK,,12/07/2019,08/07/2020,19/07/2021,30/05/2022,21/04/2023,
1744,01906.HK,,12/07/2019,14/05/2020,27/04/2021,29/04/2022,25/04/2023,
1745,01995.HK,,12/07/2019,16/07/2020,23/07/2021,31/05/2022,26/10/2023,
1746,01712.HK,,12/07/2019,27/05/2020,26/05/2021,31/05/2022,13/04/2023,
1747,01983.HK,,11/07/2019,22/07/2020,21/05/2021,29/03/2022,06/04/2023,
1748,06098.HK,,10/07/2019,17/07/2020,22/06/2021,29/05/2022,24/04/2023,
1749,01160.HK,,10/07/2019,27/07/2020,28/07/2021,26/07/2022,21/07/2023,
1750,02360.HK,,08/07/2019,16/07/2020,16/07/2021,19/07/2022,03/07/2023,
1751,03990.HK,,05/07/2019,27/07/2020,27/07/2021,31/05/2022,28/04/2023,
1752,03662.HK,,05/07/2019,20/04/2020,22/04/2021,23/05/2023,06/06/2023,
1753,01827.HK,,05/07/2019,30/07/2020,22/07/2021,21/07/2022,28/07/2023,
1754,00150.HK,,04/07/2019,22/07/2020,15/07/2021,26/07/2022,25/07/2023,
1755,01428.HK,,04/07/2019,17/07/2020,15/07/2021,15/07/2022,14/07/2023,
1756,01451.HK,,03/07/2019,26/06/2020,23/06/2021,26/05/2022,20/04/2023,
1757,08096.HK,,,03/07/2019,14/08/2020,21/09/2021,31/08/2022,30/06/2023
1758,00442.HK,,,02/07/2019,30/06/2020,21/07/2021,20/07/2022,31/07/2023
1759,08039.HK,,,01/07/2019,30/06/2021,26/09/2022,,
1760,01280.HK,21/02/2019,01/07/2019,03/06/2020,27/04/2021,21/04/2022,21/04/2023,
1761,08003.HK,,28/06/2019,,30/06/2021,,30/06/2023,
1762,01763.HK,,28/06/2019,08/05/2020,24/05/2021,20/05/2022,26/04/2023,
1763,08172.HK,,28/06/2019,24/06/2020,29/06/2021,31/05/2022,31/03/2023,
1764,08042.HK,,28/06/2019,29/06/2020,23/06/2021,31/03/2022,30/03/2023,
1765,08036.HK,,28/06/2019,30/06/2020,23/06/2021,23/06/2022,29/03/2023,
1766,08482.HK,,28/06/2019,30/06/2020,30/06/2021,30/06/2022,30/06/2023,
1767,01713.HK,,28/06/2019,28/04/2020,23/04/2021,21/04/2022,19/04/2023,
1768,08309.HK,,,28/06/2019,29/06/2020,30/06/2021,29/06/2022,29/06/2023
1769,08607.HK,,27/06/2019,30/06/2020,29/06/2021,30/05/2022,31/03/2023,
1770,08619.HK,,,27/06/2019,29/06/2020,09/08/2022,30/06/2022,30/06/2023
1771,08532.HK,,,27/06/2019,29/06/2020,29/06/2021,29/06/2022,29/06/2023
1772,01790.HK,,27/06/2019,23/04/2020,22/04/2021,22/04/2022,21/04/2023,
1773,08537.HK,,27/06/2019,29/06/2020,29/06/2021,29/06/2022,29/06/2023,
1774,02680.HK,,27/06/2019,24/06/2020,25/06/2021,22/06/2022,23/06/2023,
1775,08631.HK,,27/06/2019,29/06/2020,28/06/2021,29/06/2022,29/06/2023,
1776,08613.HK,,,27/06/2019,29/06/2020,29/06/2021,25/08/2022,27/06/2023
1777,08305.HK,,26/06/2019,23/06/2020,31/05/2021,31/05/2022,31/03/2023,
1778,08635.HK,,,26/06/2019,18/06/2020,25/06/2021,27/06/2022,27/06/2023
1779,01777.HK,,26/06/2019,02/07/2020,09/07/2021,25/08/2023,25/08/2023,
1780,01778.HK,,26/06/2019,02/07/2020,09/07/2021,10/08/2023,10/08/2023,
1781,01891.HK,,25/06/2019,29/06/2020,29/04/2021,26/04/2022,27/04/2023,
1782,08512.HK,,24/06/2019,27/03/2020,24/06/2021,23/05/2022,30/03/2023,
1783,08622.HK,,24/06/2019,31/03/2020,30/03/2021,30/03/2022,31/03/2023,
1784,02212.HK,,21/06/2019,15/06/2020,28/05/2021,23/05/2022,26/04/2023,
1785,01540.HK,,21/06/2019,19/06/2020,28/05/2021,30/05/2022,24/04/2023,
1786,02885.HK,,21/06/2019,18/06/2020,22/06/2021,27/05/2022,24/04/2023,
1787,08210.HK,,,20/06/2019,22/06/2020,21/06/2021,20/06/2022,19/06/2023
1788,00051.HK,,17/06/2019,28/04/2020,14/05/2021,24/05/2022,28/03/2023,
1789,08536.HK,,14/06/2019,,31/03/2021,08/07/2022,29/03/2023,
1790,06111.HK,,14/06/2019,02/07/2020,30/06/2021,25/05/2022,,
1791,01748.HK,,14/06/2019,22/04/2020,20/04/2021,25/04/2022,21/04/2023,
1792,01563.HK,,14/06/2019,12/08/2020,27/05/2021,24/05/2022,24/04/2023,
1793,01762.HK,,13/06/2019,24/06/2020,21/06/2021,27/05/2022,24/04/2023,
1794,02718.HK,,12/06/2019,25/05/2020,05/05/2021,25/04/2022,19/04/2023,
1795,08502.HK,,05/06/2019,27/03/2020,26/03/2021,30/03/2022,30/03/2023,
1796,01999.HK,,,03/06/2019,02/06/2020,28/05/2021,08/06/2022,31/05/2023
1797,08611.HK,,31/05/2019,27/05/2020,25/05/2021,27/04/2022,10/03/2023,
1798,01857.HK,,31/05/2019,29/05/2020,31/05/2021,31/05/2022,20/03/2023,
1799,02119.HK,,29/05/2019,12/05/2020,07/05/2021,26/05/2022,23/03/2023,
1800,02299.HK,,28/05/2019,28/05/2020,31/05/2021,25/04/2022,25/04/2023,
1801,01269.HK,,27/05/2019,19/06/2020,08/06/2021,30/05/2022,28/04/2023,
1802,01742.HK,,26/05/2019,26/02/2020,01/03/2021,30/03/2022,20/02/2023,
1803,01755.HK,,22/05/2019,29/04/2020,30/04/2021,25/05/2022,25/04/2023,
1804,01809.HK,,20/05/2019,02/04/2020,15/04/2021,12/05/2022,26/04/2023,
1805,08527.HK,,15/05/2019,15/05/2020,31/05/2021,31/03/2022,31/03/2023,
1806,01782.HK,,08/05/2019,05/05/2020,14/05/2021,30/05/2022,20/04/2023,
1807,03999.HK,,06/05/2019,29/04/2020,30/04/2021,28/04/2022,28/04/2023,
1808,02800.HK,,06/05/2019,,,,,
1809,01329.HK,,02/05/2019,19/03/2020,01/04/2021,25/03/2022,03/04/2023,
1810,02892.HK,,30/04/2019,29/04/2020,28/04/2021,28/04/2022,25/04/2023,
1811,01907.HK,,30/04/2019,12/05/2020,21/04/2021,28/04/2022,25/04/2023,
1812,01530.HK,,30/04/2019,29/04/2020,30/04/2021,31/05/2022,28/04/2023,
1813,06160.HK,,29/04/2019,23/04/2020,26/04/2021,26/04/2022,25/04/2023,
1814,02051.HK,,29/04/2019,27/04/2020,28/04/2021,29/04/2022,27/04/2023,
1815,01750.HK,,29/04/2019,27/04/2020,23/04/2021,25/04/2022,24/04/2023,
1816,06860.HK,,29/04/2019,14/05/2020,29/04/2021,28/04/2022,27/04/2023,
1817,01759.HK,,29/04/2019,27/04/2020,28/04/2021,28/04/2022,26/04/2023,
1818,01020.HK,,29/04/2019,21/05/2020,29/04/2021,29/04/2022,28/04/2023,
1819,01063.HK,,29/04/2019,28/04/2020,29/04/2021,28/04/2022,27/04/2023,
1820,01119.HK,,29/04/2019,28/04/2020,29/04/2021,06/04/2022,27/04/2023,
1821,01397.HK,,29/04/2019,24/04/2020,26/04/2021,27/04/2022,27/04/2023,
1822,02108.HK,,29/04/2019,29/04/2020,26/04/2021,25/04/2022,27/04/2023,
1823,01598.HK,,29/04/2019,28/04/2020,30/04/2021,28/04/2022,27/04/2023,
1824,01978.HK,,29/04/2019,29/04/2020,29/04/2021,28/04/2022,28/04/2023,
1825,01380.HK,,29/04/2019,14/05/2020,28/04/2021,21/04/2022,21/04/2023,
1826,06162.HK,,29/04/2019,29/04/2020,28/04/2021,28/04/2022,28/04/2023,
1827,02359.HK,,26/04/2019,17/04/2020,27/04/2021,11/04/2022,20/04/2023,
1828,00327.HK,,26/04/2019,29/04/2020,30/04/2021,03/05/2022,18/04/2023,
1829,03869.HK,,26/04/2019,21/04/2020,27/04/2021,28/04/2022,21/04/2023,
1830,00434.HK,,26/04/2019,05/06/2020,23/04/2021,28/04/2022,28/04/2023,
1831,01751.HK,,26/04/2019,28/04/2020,29/04/2021,28/04/2022,28/04/2023,
1832,00149.HK,,26/04/2019,,22/07/2020,31/08/2021,29/08/2022,27/07/2023
1833,05755.HK,,26/04/2019,,22/07/2020,31/08/2021,29/08/2022,27/07/2023
1834,01736.HK,,26/04/2019,29/04/2020,30/04/2021,29/04/2022,28/04/2023,
1835,02048.HK,,26/04/2019,27/04/2020,06/07/2021,31/05/2022,25/04/2023,
1836,01251.HK,,26/04/2019,27/04/2020,28/04/2021,27/04/2022,25/04/2023,
1837,01372.HK,,26/04/2019,15/05/2020,30/04/2021,27/05/2022,26/04/2023,
1838,01761.HK,,26/04/2019,23/04/2020,13/05/2021,30/05/2022,,
1839,03700.HK,,25/04/2019,27/04/2020,26/04/2021,25/04/2022,24/04/2023,
1840,01206.HK,,25/04/2019,28/04/2020,27/04/2021,03/05/2022,26/04/2023,
1841,01787.HK,,25/04/2019,26/05/2020,29/04/2021,28/04/2022,26/04/2023,
1842,02798.HK,,25/04/2019,23/04/2020,23/04/2021,21/04/2022,25/04/2023,
1843,01767.HK,,25/04/2019,,23/04/2021,,24/04/2023,
1844,02258.HK,,25/04/2019,24/04/2020,23/04/2021,19/04/2022,21/04/2023,
1845,06890.HK,,25/04/2019,23/04/2020,27/04/2021,22/04/2022,25/04/2023,
1846,01765.HK,,25/04/2019,27/04/2020,31/12/2020,31/12/2021,30/12/2022,15/12/2023
1847,01772.HK,,,,,,,
1848,01592.HK,,24/04/2019,23/04/2020,26/04/2021,28/04/2022,27/04/2023,
1849,00471.HK,,24/04/2019,28/04/2020,20/04/2021,25/04/2022,28/04/2023,
1850,03302.HK,,24/04/2019,23/04/2020,23/04/2021,22/04/2022,21/04/2023,
1851,01587.HK,,24/04/2019,14/04/2020,15/04/2021,19/04/2022,19/04/2023,
1852,06880.HK,,24/04/2019,29/06/2020,19/04/2021,21/04/2022,,
1853,01739.HK,,24/04/2019,27/04/2020,19/04/2021,26/04/2022,26/04/2023,
1854,01576.HK,,23/04/2019,21/04/2020,23/04/2021,27/04/2022,19/04/2023,
1855,01731.HK,,23/04/2019,28/04/2020,28/04/2021,27/04/2022,26/04/2023,
1856,01835.HK,,23/04/2019,22/04/2020,29/04/2021,29/04/2022,28/04/2023,
1857,06862.HK,,23/04/2019,23/04/2020,26/04/2021,26/04/2022,26/04/2023,
1858,01773.HK,,23/04/2019,03/04/2020,13/04/2021,26/01/2022,07/12/2022,21/12/2023
1859,00222.HK,,23/04/2019,20/04/2020,20/04/2021,22/04/2022,21/04/2023,
1860,01675.HK,,23/04/2019,27/04/2020,26/04/2021,22/04/2022,20/04/2023,
1861,01996.HK,,18/04/2019,20/04/2020,26/04/2021,26/04/2022,26/04/2023,
1862,00097.HK,,18/04/2019,22/04/2020,23/04/2021,21/04/2022,21/04/2023,
1863,01992.HK,,18/04/2019,24/04/2020,21/04/2021,26/04/2022,24/04/2023,
1864,01308.HK,,18/04/2019,27/04/2020,12/05/2021,25/04/2022,29/08/2023,
1865,01749.HK,,17/04/2019,17/04/2020,14/05/2021,20/04/2022,19/04/2023,
1866,01771.HK,,17/04/2019,20/04/2020,20/04/2021,20/04/2022,19/04/2023,
1867,01543.HK,,17/04/2019,28/04/2020,19/04/2021,28/04/2022,20/04/2023,
1868,03616.HK,,17/04/2019,29/04/2020,29/04/2021,28/04/2022,28/04/2023,
1869,02262.HK,,17/04/2019,27/04/2020,22/04/2021,13/04/2022,25/04/2023,
1870,01725.HK,,16/04/2019,07/04/2020,28/04/2021,28/04/2022,28/04/2023,
1871,01911.HK,,16/04/2019,24/04/2020,21/04/2021,22/04/2022,,
1872,00322.HK,,15/04/2019,16/04/2020,16/04/2021,26/04/2022,21/04/2023,
1873,01721.HK,,12/04/2019,23/04/2020,06/01/2022,22/04/2022,25/04/2023,
1874,01715.HK,,12/04/2019,01/04/2020,21/04/2021,25/04/2022,18/04/2023,
1875,00540.HK,,12/04/2019,16/04/2020,19/04/2021,26/04/2022,27/04/2023,
1876,03690.HK,,11/04/2019,17/04/2020,19/04/2021,19/04/2022,24/04/2023,
1877,06119.HK,,,20/04/2020,22/04/2021,20/04/2022,24/04/2023,
1878,01224.HK,,10/04/2019,08/04/2020,13/04/2021,12/04/2022,25/04/2023,
1879,01415.HK,,10/04/2019,20/04/2020,19/04/2021,21/04/2022,28/04/2023,
1880,00808.HK,,09/04/2019,07/04/2020,19/04/2021,21/04/2022,20/04/2023,
1881,01810.HK,,08/04/2019,26/04/2020,26/04/2021,27/04/2022,26/04/2023,
1882,03978.HK,,08/04/2019,17/04/2020,14/04/2021,13/05/2022,21/04/2023,
1883,03833.HK,,03/04/2019,,09/04/2021,08/04/2022,11/04/2023,
1884,01869.HK,,02/04/2019,15/05/2020,27/04/2021,13/05/2022,25/04/2023,
1885,03613.HK,,01/04/2019,27/04/2020,21/04/2021,21/04/2022,13/04/2023,
1886,08082.HK,,29/03/2019,30/03/2020,31/03/2021,31/03/2022,31/03/2023,
1887,06058.HK,,29/03/2019,09/04/2020,26/03/2021,31/03/2022,30/03/2023,
1888,00812.HK,,29/03/2019,23/04/2020,21/04/2021,26/04/2022,18/04/2023,
1889,08150.HK,,29/03/2019,23/12/2020,01/04/2021,04/07/2022,,
1890,08087.HK,,29/03/2019,15/05/2020,01/04/2021,01/04/2022,02/04/2023,
1891,08146.HK,,28/03/2019,30/03/2020,30/03/2021,29/03/2022,30/03/2023,
1892,08223.HK,,28/03/2019,31/03/2020,30/03/2021,22/04/2022,31/03/2023,
1893,00389.HK,,28/03/2019,26/03/2020,08/04/2021,07/04/2022,27/04/2023,
1894,08621.HK,,28/03/2019,15/05/2020,30/03/2021,30/03/2022,30/03/2023,
1895,08151.HK,,28/03/2019,08/05/2020,30/03/2021,30/03/2022,,
1896,08357.HK,,28/03/2019,30/03/2020,26/03/2021,23/03/2022,28/03/2023,
1897,08117.HK,,28/03/2019,30/03/2020,30/03/2021,30/03/2022,30/03/2023,
1898,08313.HK,,28/03/2019,30/03/2020,30/03/2021,29/03/2022,29/03/2023,
1899,05802.HK,,27/03/2019,29/03/2020,26/03/2021,29/03/2022,29/03/2023,
1900,08403.HK,,,19/06/2020,24/06/2021,30/03/2022,,
1901,08525.HK,,27/03/2019,30/03/2020,30/03/2021,30/03/2022,31/03/2023,
1902,08540.HK,,27/03/2019,30/03/2020,29/03/2021,29/03/2022,22/03/2023,
1903,08083.HK,,27/03/2019,31/03/2020,31/03/2021,30/03/2022,29/03/2023,
1904,08450.HK,26/03/2019,17/03/2020,23/03/2021,28/02/2022,28/02/2023,28/12/2023,
1905,08219.HK,,24/03/2019,03/05/2020,29/03/2021,02/05/2022,30/03/2023,
1906,08521.HK,,22/03/2019,26/03/2020,30/03/2021,25/03/2022,29/03/2023,
1907,08107.HK,,19/03/2019,23/03/2020,26/03/2021,29/03/2022,24/03/2023,
1908,08402.HK,,18/03/2019,27/03/2020,31/03/2021,31/03/2022,29/03/2023,
1909,00788.HK,,18/03/2019,03/04/2020,30/03/2021,30/03/2022,31/03/2023,
1910,08451.HK,,25/02/2019,07/02/2020,05/02/2021,08/02/2022,28/12/2022,28/12/2023
1911,01991.HK,,28/01/2019,30/07/2020,26/05/2021,31/05/2022,28/04/2023,
1912,08645.HK,,,,19/11/2021,30/09/2022,28/09/2023,
1913,01756.HK,,,27/03/2020,17/12/2020,21/12/2021,20/12/2022,19/12/2023
1914,09998.HK,,,,18/11/2020,08/10/2021,21/10/2022,27/10/2023
1915,01942.HK,,,28/10/2020,23/07/2021,14/09/2022,28/04/2023,
1916,01472.HK,,,,28/10/2020,26/10/2021,29/08/2022,26/07/2023
1917,01843.HK,,,,27/10/2020,27/10/2021,26/08/2022,27/07/2023
1918,00682.HK,,,22/10/2020,20/10/2022,,19/10/2023,
1919,01955.HK,,,21/10/2020,26/10/2021,26/07/2022,26/07/2023,
1920,01283.HK,,,,20/10/2020,30/08/2021,18/08/2022,25/07/2023
1921,08516.HK,,,04/10/2020,30/09/2020,30/09/2021,05/09/2022,28/06/2023
1922,08496.HK,,,30/09/2020,29/09/2021,30/09/2022,,
1923,03938.HK,,,30/09/2020,12/07/2021,12/07/2022,11/07/2023,
1924,08620.HK,,,,28/09/2020,31/08/2021,31/08/2022,29/06/2023
1925,03348.HK,,,13/08/2020,27/07/2021,30/05/2022,26/04/2023,
1926,01817.HK,,,10/08/2020,25/05/2021,25/05/2022,28/04/2023,
1927,03347.HK,,,10/08/2020,30/04/2021,28/04/2022,27/04/2023,
1928,06805.HK,,,05/08/2020,28/06/2021,26/04/2022,20/04/2023,
1929,02263.HK,,,30/07/2020,29/07/2021,28/07/2022,28/07/2023,
1930,01925.HK,,,28/07/2020,19/07/2021,31/05/2022,28/04/2023,
1931,01941.HK,,,28/07/2020,08/06/2021,30/05/2022,28/04/2023,
1932,00298.HK,,,,27/07/2020,26/07/2021,26/07/2022,25/07/2023
1933,01525.HK,,,26/07/2020,27/04/2021,27/04/2022,26/04/2023,
1934,02558.HK,,,24/07/2020,21/05/2021,27/05/2022,27/04/2023,
1935,01433.HK,,,24/07/2020,24/05/2021,06/05/2022,28/04/2023,
1936,00589.HK,,,24/07/2020,23/07/2021,31/05/2022,28/04/2023,
1937,01260.HK,,,,24/07/2020,29/07/2021,28/07/2022,28/07/2023
1938,01442.HK,,,23/07/2020,22/04/2021,22/04/2022,24/04/2023,
1939,06918.HK,,,23/07/2020,22/07/2021,30/06/2022,09/07/2023,
1940,01601.HK,,,23/07/2020,,,28/04/2023,
1941,06193.HK,,,23/07/2020,26/07/2021,27/05/2022,26/04/2023,
1942,01737.HK,,,,23/07/2020,20/07/2021,22/07/2022,28/07/2023
1943,03337.HK,,,22/07/2020,22/07/2021,31/05/2022,28/04/2023,
1944,09969.HK,,,22/07/2020,19/07/2021,25/04/2022,26/04/2023,
1945,09919.HK,,,22/07/2020,28/04/2021,25/04/2022,20/04/2023,
1946,06182.HK,,,,22/07/2020,21/07/2021,21/07/2022,21/07/2023
1947,01553.HK,,,21/07/2020,23/06/2021,24/05/2022,24/04/2023,
1948,02528.HK,,,21/07/2020,24/05/2021,09/05/2022,20/04/2023,
1949,01463.HK,,,21/07/2020,28/07/2021,30/05/2022,27/04/2023,
1950,01134.HK,,,20/07/2020,28/07/2021,27/05/2022,28/04/2023,
1951,03728.HK,,,,20/07/2020,21/07/2021,28/07/2022,25/07/2023
1952,06049.HK,,,20/07/2020,19/04/2021,19/04/2022,25/04/2023,
1953,03789.HK,,,,20/07/2020,30/08/2021,30/08/2022,01/08/2023
1954,02772.HK,,,20/07/2020,30/06/2021,31/05/2022,19/04/2023,
1955,03718.HK,,,17/07/2020,28/05/2021,27/05/2022,27/04/2023,
1956,03603.HK,,,17/07/2020,21/07/2021,31/05/2022,24/04/2023,
1957,09936.HK,,,17/07/2020,16/07/2021,30/05/2022,20/04/2023,
1958,01922.HK,,,17/07/2020,21/04/2021,28/04/2022,28/04/2023,
1959,01873.HK,,,16/07/2020,21/07/2021,24/05/2022,26/04/2023,
1960,08500.HK,,,16/07/2020,24/03/2021,29/03/2022,29/03/2023,
1961,06063.HK,,,,16/07/2020,16/07/2021,18/07/2022,18/07/2023
1962,00660.HK,,,16/07/2020,24/05/2021,28/11/2022,30/10/2023,
1963,01503.HK,,,15/07/2020,20/07/2021,31/05/2022,27/04/2023,
1964,01521.HK,,,14/07/2020,09/07/2021,31/05/2022,20/04/2023,
1965,00667.HK,,,14/07/2020,22/04/2021,20/04/2022,24/04/2023,
1966,09900.HK,,,14/07/2020,19/07/2021,14/07/2022,25/07/2023,
1967,06855.HK,,,13/07/2020,29/06/2021,31/05/2022,24/04/2023,
1968,03868.HK,,,10/07/2020,18/06/2021,31/05/2022,28/04/2023,
1969,06199.HK,,,09/07/2020,26/05/2021,31/05/2022,18/04/2023,
1970,01961.HK,,,09/07/2020,30/07/2021,30/05/2022,27/04/2023,
1971,01792.HK,,,09/07/2020,14/07/2021,27/05/2022,27/04/2023,
1972,01901.HK,,,08/07/2020,25/06/2021,29/04/2022,27/04/2023,
1973,01402.HK,,,,07/07/2020,22/07/2021,22/07/2022,06/07/2023
1974,01895.HK,,,03/07/2020,28/07/2021,27/05/2022,,
1975,01753.HK,,,03/07/2020,30/06/2021,31/05/2022,26/04/2023,
1976,06186.HK,,,03/07/2020,02/07/2021,30/05/2022,27/04/2023,
1977,01416.HK,,,,02/07/2020,04/04/2022,23/06/2023,
1978,01735.HK,,,,28/04/2021,28/04/2022,28/04/2023,
1979,08160.HK,,,,01/07/2020,30/06/2021,29/06/2022,30/06/2023
1980,01875.HK,,,01/07/2020,29/06/2021,28/04/2022,28/04/2023,
1981,08616.HK,,,30/06/2020,29/06/2021,29/06/2022,28/06/2023,
1982,01842.HK,,,30/06/2020,29/06/2021,,,
1983,08646.HK,,,30/06/2020,30/06/2021,31/05/2022,31/03/2023,
1984,00797.HK,,,30/06/2020,09/09/2021,25/03/2022,26/04/2023,
1985,01410.HK,,,30/06/2020,07/07/2021,07/07/2022,06/07/2023,
1986,08275.HK,,,,30/06/2020,29/06/2021,30/06/2022,30/06/2023
1987,04618.HK,,,29/06/2020,19/07/2021,31/05/2022,28/04/2023,
1988,01949.HK,,,29/06/2020,07/06/2021,31/05/2022,07/06/2023,
1989,01987.HK,,,26/06/2020,30/06/2021,30/05/2022,28/04/2023,
1990,09918.HK,,,26/06/2020,,28/04/2022,27/04/2023,
1991,01959.HK,,,26/06/2020,08/06/2021,27/05/2022,24/04/2023,
1992,06812.HK,,,,26/06/2020,07/07/2021,30/08/2022,26/06/2023
1993,01162.HK,,,,24/06/2020,02/07/2021,13/07/2022,21/07/2023
1994,06966.HK,,,24/06/2020,14/05/2021,31/05/2022,27/04/2023,
1995,03860.HK,,,24/06/2020,14/07/2021,15/07/2022,28/07/2023,
1996,01839.HK,,,23/06/2020,29/06/2021,26/04/2022,26/04/2023,
1997,02696.HK,,,23/06/2020,02/06/2021,21/04/2022,24/04/2023,
1998,08418.HK,,,23/06/2020,16/06/2021,26/05/2022,30/03/2023,
1999,08011.HK,,,22/06/2020,25/04/2022,20/07/2022,,
2000,01853.HK,,,22/06/2020,08/06/2021,27/05/2022,24/04/2023,
2001,06117.HK,,,22/06/2020,18/05/2021,26/05/2022,27/04/2023,
2002,01747.HK,,,22/06/2020,30/06/2021,30/05/2022,20/04/2023,
2003,06069.HK,,,19/06/2020,15/06/2021,31/05/2022,27/04/2023,
2004,01529.HK,,,17/06/2020,15/06/2021,31/05/2022,,
2005,01542.HK,,,17/06/2020,31/05/2021,29/04/2022,27/04/2023,
2006,01802.HK,,,16/06/2020,21/04/2021,31/05/2022,06/12/2023,
2007,00460.HK,,,11/06/2020,21/06/2021,27/05/2022,27/04/2023,
2008,09968.HK,,,11/06/2020,23/07/2021,30/05/2022,27/04/2023,
2009,09916.HK,,,10/06/2020,18/06/2021,31/05/2022,25/04/2023,
2010,01691.HK,,,10/06/2020,10/06/2021,03/05/2022,28/04/2023,
2011,00085.HK,,,10/06/2020,21/05/2021,28/04/2022,28/04/2023,
2012,09922.HK,,,08/06/2020,24/05/2021,24/05/2022,27/04/2023,
2013,01582.HK,,,01/06/2020,08/04/2021,07/04/2022,13/04/2023,
2014,01876.HK,,,29/05/2020,26/03/2021,28/03/2022,24/03/2023,
2015,09909.HK,,,29/05/2020,18/06/2021,31/05/2022,27/04/2023,
2016,01745.HK,,,29/05/2020,28/05/2021,27/05/2022,27/04/2023,
2017,01951.HK,,,22/05/2020,20/05/2021,28/04/2022,27/04/2023,
2018,02660.HK,,,22/05/2020,,22/04/2022,26/04/2023,
2019,01286.HK,,,19/05/2020,07/05/2021,05/05/2022,18/04/2023,
2020,00515.HK,,,15/05/2020,26/04/2021,26/04/2022,27/04/2023,
2021,01871.HK,,,15/05/2020,20/04/2021,22/04/2022,27/04/2023,
2022,02017.HK,,,15/05/2020,27/04/2021,13/05/2022,21/04/2023,
2023,01652.HK,,,15/05/2020,23/04/2021,28/04/2022,28/04/2023,
2024,01152.HK,,,14/05/2020,29/04/2021,31/05/2022,27/04/2023,
2025,08163.HK,,,14/05/2020,30/03/2021,30/03/2022,31/03/2023,
2026,08166.HK,,,14/05/2020,03/05/2021,12/05/2022,,
2027,08490.HK,,,14/05/2020,30/03/2021,30/03/2022,30/03/2023,
2028,02060.HK,,,14/05/2020,22/04/2021,31/05/2022,27/04/2023,
2029,01425.HK,,,14/05/2020,27/04/2021,,27/04/2023,
2030,01937.HK,,,06/05/2020,29/04/2021,28/04/2022,28/04/2023,
2031,01950.HK,,,,,,,
2032,01346.HK,,,29/04/2020,29/04/2021,29/04/2022,28/04/2023,
2033,00867.HK,,,29/04/2020,01/04/2021,31/03/2022,06/04/2023,
2034,01912.HK,,,29/04/2020,02/05/2021,29/04/2022,28/04/2023,
2035,01821.HK,,,29/04/2020,08/07/2021,31/05/2022,28/04/2023,
2036,01859.HK,,,28/04/2020,31/08/2021,02/05/2022,,
2037,00301.HK,,,28/04/2020,23/04/2021,25/04/2022,27/04/2023,
2038,01552.HK,,,28/04/2020,29/04/2021,29/04/2022,27/04/2023,
2039,00704.HK,,,28/04/2020,05/08/2022,05/08/2022,27/07/2023,
